countryname,iso3,year,region,protracted_crisis,variable,unit,value_precise,value_fixed
North Macedonia,MKD,2021,Europe & Central Asia,"",Vulnerability_Score,index,45.7694228460925,45.77
North Macedonia,MKD,2022,Europe & Central Asia,"",Vulnerability_Score,index,45.4735989997576,45.47
Mali,MLI,2017,Sub-Saharan Africa,yes,Vulnerability_Score,index,64.9339669503205,64.93
Mali,MLI,2018,Sub-Saharan Africa,yes,Vulnerability_Score,index,64.8856366511615,64.89
Mali,MLI,2019,Sub-Saharan Africa,yes,Vulnerability_Score,index,64.6379379891409,64.64
Mali,MLI,2020,Sub-Saharan Africa,yes,Vulnerability_Score,index,63.9919215494994,63.99
Mali,MLI,2021,Sub-Saharan Africa,yes,Vulnerability_Score,index,65.5103463482545,65.51
Mali,MLI,2022,Sub-Saharan Africa,yes,Vulnerability_Score,index,65.757865199747,65.76
Myanmar,MMR,2017,East Asia & Pacific,yes,Vulnerability_Score,index,60.8110337381668,60.81
Myanmar,MMR,2018,East Asia & Pacific,yes,Vulnerability_Score,index,61.0753874070965,61.08
Myanmar,MMR,2019,East Asia & Pacific,yes,Vulnerability_Score,index,61.2458119878447,61.25
Myanmar,MMR,2020,East Asia & Pacific,yes,Vulnerability_Score,index,60.8325819283465,60.83
Myanmar,MMR,2021,East Asia & Pacific,yes,Vulnerability_Score,index,62.7457246531963,62.75
Myanmar,MMR,2022,East Asia & Pacific,yes,Vulnerability_Score,index,62.9200261332853,62.92
Montenegro,MNE,2017,Europe & Central Asia,"",Vulnerability_Score,index,46.6098930208144,46.61
Montenegro,MNE,2018,Europe & Central Asia,"",Vulnerability_Score,index,45.8503341781709,45.85
Montenegro,MNE,2019,Europe & Central Asia,"",Vulnerability_Score,index,45.3425938623742,45.34
Montenegro,MNE,2020,Europe & Central Asia,"",Vulnerability_Score,index,45.6048090124228,45.6
Montenegro,MNE,2021,Europe & Central Asia,"",Vulnerability_Score,index,45.7234328394323,45.72
Montenegro,MNE,2022,Europe & Central Asia,"",Vulnerability_Score,index,45.6652473083684,45.67
Mongolia,MNG,2017,East Asia & Pacific,"",Vulnerability_Score,index,45.6833284628739,45.68
Mongolia,MNG,2018,East Asia & Pacific,"",Vulnerability_Score,index,45.333591338049,45.33
Mongolia,MNG,2019,East Asia & Pacific,"",Vulnerability_Score,index,44.5659268897854,44.57
Mongolia,MNG,2020,East Asia & Pacific,"",Vulnerability_Score,index,44.5149130168095,44.51
Mongolia,MNG,2021,East Asia & Pacific,"",Vulnerability_Score,index,44.0262368646689,44.03
Mongolia,MNG,2022,East Asia & Pacific,"",Vulnerability_Score,index,44.0282249936079,44.03
Mozambique,MOZ,2017,Sub-Saharan Africa,"",Vulnerability_Score,index,61.4206437098549,61.42
Mozambique,MOZ,2018,Sub-Saharan Africa,"",Vulnerability_Score,index,60.8375393612044,60.84
Mozambique,MOZ,2019,Sub-Saharan Africa,"",Vulnerability_Score,index,60.7024884974628,60.7
Mozambique,MOZ,2020,Sub-Saharan Africa,"",Vulnerability_Score,index,61.0375709222969,61.04
Mozambique,MOZ,2021,Sub-Saharan Africa,"",Vulnerability_Score,index,61.075094210843,61.08
Mozambique,MOZ,2022,Sub-Saharan Africa,"",Vulnerability_Score,index,60.827007622252,60.83
Mauritania,MRT,2017,Sub-Saharan Africa,yes,Vulnerability_Score,index,60.679074288545,60.68
Mauritania,MRT,2018,Sub-Saharan Africa,yes,Vulnerability_Score,index,60.3706298455468,60.37
Mauritania,MRT,2019,Sub-Saharan Africa,"",Vulnerability_Score,index,60.3398966047471,60.34
Mauritania,MRT,2020,Sub-Saharan Africa,"",Vulnerability_Score,index,60.196130878156,60.2
Mauritania,MRT,2021,Sub-Saharan Africa,"",Vulnerability_Score,index,61.339370855543,61.34
Mauritania,MRT,2022,Sub-Saharan Africa,"",Vulnerability_Score,index,61.371131063042,61.37
Montserrat,MSR,2017,Latin America & Caribbean,"",Vulnerability_Score,index,,
Montserrat,MSR,2018,Latin America & Caribbean,"",Vulnerability_Score,index,,
Montserrat,MSR,2019,Latin America & Caribbean,"",Vulnerability_Score,index,,
Montserrat,MSR,2020,Latin America & Caribbean,"",Vulnerability_Score,index,,
Montserrat,MSR,2021,Latin America & Caribbean,"",Vulnerability_Score,index,,
Montserrat,MSR,2022,Latin America & Caribbean,"",Vulnerability_Score,index,,
Mauritius,MUS,2017,Sub-Saharan Africa,"",Vulnerability_Score,index,45.7928842929614,45.79
Mauritius,MUS,2018,Sub-Saharan Africa,"",Vulnerability_Score,index,44.52812655767,44.53
Mauritius,MUS,2019,Sub-Saharan Africa,"",Vulnerability_Score,index,44.3720737910872,44.37
Mauritius,MUS,2020,Sub-Saharan Africa,"",Vulnerability_Score,index,42.2129177911458,42.21
Mauritius,MUS,2021,Sub-Saharan Africa,"",Vulnerability_Score,index,42.2537851790213,42.25
Mauritius,MUS,2022,Sub-Saharan Africa,"",Vulnerability_Score,index,42.2290496558025,42.23
Malawi,MWI,2017,Sub-Saharan Africa,"",Vulnerability_Score,index,64.0872849756972,64.09
Malawi,MWI,2018,Sub-Saharan Africa,"",Vulnerability_Score,index,64.1550539347617,64.16
Malawi,MWI,2019,Sub-Saharan Africa,"",Vulnerability_Score,index,63.9431551471456,63.94
Malawi,MWI,2020,Sub-Saharan Africa,"",Vulnerability_Score,index,63.3235625441557,63.32
Malawi,MWI,2021,Sub-Saharan Africa,"",Vulnerability_Score,index,62.9570653830825,62.96
Malawi,MWI,2022,Sub-Saharan Africa,"",Vulnerability_Score,index,63.0695486355215,63.07
Malaysia,MYS,2017,East Asia & Pacific,"",Vulnerability_Score,index,44.4285984013314,44.43
Malaysia,MYS,2018,East Asia & Pacific,"",Vulnerability_Score,index,44.0440321247973,44.04
Malaysia,MYS,2019,East Asia & Pacific,"",Vulnerability_Score,index,43.2775133830399,43.28
Malaysia,MYS,2020,East Asia & Pacific,"",Vulnerability_Score,index,43.0192271840231,43.02
Malaysia,MYS,2021,East Asia & Pacific,"",Vulnerability_Score,index,43.0263829631802,43.03
Malaysia,MYS,2022,East Asia & Pacific,"",Vulnerability_Score,index,42.9280969050282,42.93
Namibia,NAM,2017,Sub-Saharan Africa,"",Vulnerability_Score,index,54.0601114863592,54.06
Namibia,NAM,2018,Sub-Saharan Africa,"",Vulnerability_Score,index,54.2889297236884,54.29
Namibia,NAM,2019,Sub-Saharan Africa,"",Vulnerability_Score,index,54.3732841943069,54.37
Namibia,NAM,2020,Sub-Saharan Africa,"",Vulnerability_Score,index,54.186776892461,54.19
Namibia,NAM,2021,Sub-Saharan Africa,"",Vulnerability_Score,index,54.1260008928357,54.13
Namibia,NAM,2022,Sub-Saharan Africa,"",Vulnerability_Score,index,53.9344222501627,53.93
Niger,NER,2017,Sub-Saharan Africa,yes,Vulnerability_Score,index,66.2151762575641,66.22
Niger,NER,2018,Sub-Saharan Africa,yes,Vulnerability_Score,index,65.1153807848541,65.12
Niger,NER,2019,Sub-Saharan Africa,yes,Vulnerability_Score,index,64.6920926071325,64.69
Niger,NER,2020,Sub-Saharan Africa,yes,Vulnerability_Score,index,65.1523522356632,65.15
Niger,NER,2021,Sub-Saharan Africa,yes,Vulnerability_Score,index,64.8428311646345,64.84
Niger,NER,2022,Sub-Saharan Africa,yes,Vulnerability_Score,index,64.5196114355824,64.52
Nigeria,NGA,2017,Sub-Saharan Africa,"",Vulnerability_Score,index,62.0963300614058,62.1
Nigeria,NGA,2018,Sub-Saharan Africa,yes,Vulnerability_Score,index,61.6239171994612,61.62
Nigeria,NGA,2019,Sub-Saharan Africa,yes,Vulnerability_Score,index,61.4777125881439,61.48
Nigeria,NGA,2020,Sub-Saharan Africa,yes,Vulnerability_Score,index,60.8171561155116,60.82
Nigeria,NGA,2021,Sub-Saharan Africa,yes,Vulnerability_Score,index,60.4623372452967,60.46
Nigeria,NGA,2022,Sub-Saharan Africa,yes,Vulnerability_Score,index,60.5856142998693,60.59
Nicaragua,NIC,2017,Latin America & Caribbean,"",Vulnerability_Score,index,57.8642065744962,57.86
Nicaragua,NIC,2018,Latin America & Caribbean,"",Vulnerability_Score,index,59.0169675318866,59.02
Nicaragua,NIC,2019,Latin America & Caribbean,"",Vulnerability_Score,index,59.3493311372214,59.35
Nicaragua,NIC,2020,Latin America & Caribbean,"",Vulnerability_Score,index,59.2723637927415,59.27
Nicaragua,NIC,2021,Latin America & Caribbean,"",Vulnerability_Score,index,59.4301380694184,59.43
Nicaragua,NIC,2022,Latin America & Caribbean,"",Vulnerability_Score,index,59.4086062149325,59.41
Niue,NIU,2017,East Asia & Pacific,"",Vulnerability_Score,index,,
Niue,NIU,2018,East Asia & Pacific,"",Vulnerability_Score,index,,
Niue,NIU,2019,East Asia & Pacific,"",Vulnerability_Score,index,,
Niue,NIU,2020,East Asia & Pacific,"",Vulnerability_Score,index,,
Niue,NIU,2021,East Asia & Pacific,"",Vulnerability_Score,index,,
Niue,NIU,2022,East Asia & Pacific,"",Vulnerability_Score,index,,
Nepal,NPL,2017,South Asia,"",Vulnerability_Score,index,57.5947347006131,57.59
Nepal,NPL,2018,South Asia,"",Vulnerability_Score,index,56.6909301546941,56.69
Nepal,NPL,2019,South Asia,"",Vulnerability_Score,index,56.3927519479263,56.39
Nepal,NPL,2020,South Asia,"",Vulnerability_Score,index,56.4988342775153,56.5
Nepal,NPL,2021,South Asia,"",Vulnerability_Score,index,56.5724500121009,56.57
Nepal,NPL,2022,South Asia,"",Vulnerability_Score,index,56.7324531697351,56.73
Nauru,NRU,2017,East Asia & Pacific,"",Vulnerability_Score,index,50.8226582559446,50.82
Nauru,NRU,2018,East Asia & Pacific,"",Vulnerability_Score,index,47.2220070950797,47.22
Nauru,NRU,2019,East Asia & Pacific,"",Vulnerability_Score,index,47.3941573977521,47.39
Nauru,NRU,2020,East Asia & Pacific,"",Vulnerability_Score,index,48.1630447537698,48.16
Nauru,NRU,2021,East Asia & Pacific,"",Vulnerability_Score,index,47.055650337688,47.06
Nauru,NRU,2022,East Asia & Pacific,"",Vulnerability_Score,index,46.6789689925957,46.68
Pakistan,PAK,2017,South Asia,"",Vulnerability_Score,index,61.4870439741713,61.49
Pakistan,PAK,2018,South Asia,"",Vulnerability_Score,index,61.4101944976047,61.41
Pakistan,PAK,2019,South Asia,"",Vulnerability_Score,index,60.7685305435162,60.77
Pakistan,PAK,2020,South Asia,yes,Vulnerability_Score,index,59.5828174473439,59.58
Pakistan,PAK,2021,South Asia,yes,Vulnerability_Score,index,59.5197009283162,59.52
Pakistan,PAK,2022,South Asia,yes,Vulnerability_Score,index,59.7318411189137,59.73
Panama,PAN,2017,Latin America & Caribbean,"",Vulnerability_Score,index,51.4466497603828,51.45
Panama,PAN,2018,Latin America & Caribbean,"",Vulnerability_Score,index,51.3300316874859,51.33
Panama,PAN,2019,Latin America & Caribbean,"",Vulnerability_Score,index,51.8591898316866,51.86
Panama,PAN,2020,Latin America & Caribbean,"",Vulnerability_Score,index,52.2091530076968,52.21
Panama,PAN,2021,Latin America & Caribbean,"",Vulnerability_Score,index,52.1226503215103,52.12
Panama,PAN,2022,Latin America & Caribbean,yes,Vulnerability_Score,index,52.1970074946419,52.2
Peru,PER,2017,Latin America & Caribbean,"",Vulnerability_Score,index,51.0468979173898,51.05
Peru,PER,2018,Latin America & Caribbean,"",Vulnerability_Score,index,50.9418184131301,50.94
Peru,PER,2019,Latin America & Caribbean,"",Vulnerability_Score,index,50.4708791791942,50.47
Peru,PER,2020,Latin America & Caribbean,"",Vulnerability_Score,index,50.3685687141894,50.37
Peru,PER,2021,Latin America & Caribbean,yes,Vulnerability_Score,index,50.8987300332672,50.9
Peru,PER,2022,Latin America & Caribbean,yes,Vulnerability_Score,index,50.888538052122,50.89
Philippines,PHL,2017,East Asia & Pacific,"",Vulnerability_Score,index,56.8997886405506,56.9
Philippines,PHL,2018,East Asia & Pacific,"",Vulnerability_Score,index,57.0745682412002,57.07
Philippines,PHL,2019,East Asia & Pacific,"",Vulnerability_Score,index,56.4652306930047,56.47
Philippines,PHL,2020,East Asia & Pacific,"",Vulnerability_Score,index,55.8059953406283,55.81
Philippines,PHL,2021,East Asia & Pacific,"",Vulnerability_Score,index,55.6652182773897,55.67
Philippines,PHL,2022,East Asia & Pacific,"",Vulnerability_Score,index,55.1594310328048,55.16
Palau,PLW,2017,East Asia & Pacific,"",Vulnerability_Score,index,51.1452651060215,51.15
Palau,PLW,2018,East Asia & Pacific,"",Vulnerability_Score,index,50.8343299252194,50.83
Palau,PLW,2019,East Asia & Pacific,"",Vulnerability_Score,index,50.8478540828735,50.85
Palau,PLW,2020,East Asia & Pacific,"",Vulnerability_Score,index,51.3735503208077,51.37
Palau,PLW,2021,East Asia & Pacific,"",Vulnerability_Score,index,51.4537532505256,51.45
Palau,PLW,2022,East Asia & Pacific,"",Vulnerability_Score,index,51.4254289647437,51.43
Papua New Guinea,PNG,2017,East Asia & Pacific,"",Vulnerability_Score,index,62.3111433135654,62.31
Papua New Guinea,PNG,2018,East Asia & Pacific,"",Vulnerability_Score,index,62.6032316678784,62.6
Papua New Guinea,PNG,2019,East Asia & Pacific,"",Vulnerability_Score,index,63.4820852252537,63.48
Papua New Guinea,PNG,2020,East Asia & Pacific,"",Vulnerability_Score,index,62.6871721158965,62.69
Papua New Guinea,PNG,2021,East Asia & Pacific,"",Vulnerability_Score,index,63.4077849233367,63.41
Papua New Guinea,PNG,2022,East Asia & Pacific,"",Vulnerability_Score,index,63.1150036578707,63.12
Democratic People's Republic of Korea,PRK,2017,East Asia & Pacific,"",Vulnerability_Score,index,55.7686707142754,55.77
Democratic People's Republic of Korea,PRK,2018,East Asia & Pacific,"",Vulnerability_Score,index,55.4435416217125,55.44
Democratic People's Republic of Korea,PRK,2019,East Asia & Pacific,yes,Vulnerability_Score,index,55.800035357053,55.8
Democratic People's Republic of Korea,PRK,2020,East Asia & Pacific,yes,Vulnerability_Score,index,55.9177248811732,55.92
Democratic People's Republic of Korea,PRK,2021,East Asia & Pacific,"",Vulnerability_Score,index,55.9550280237275,55.96
Democratic People's Republic of Korea,PRK,2022,East Asia & Pacific,"",Vulnerability_Score,index,55.928228225108,55.93
Paraguay,PRY,2017,Latin America & Caribbean,"",Vulnerability_Score,index,51.4212256171057,51.42
Paraguay,PRY,2018,Latin America & Caribbean,"",Vulnerability_Score,index,51.297915052747,51.3
Paraguay,PRY,2019,Latin America & Caribbean,"",Vulnerability_Score,index,51.4601830882606,51.46
Paraguay,PRY,2020,Latin America & Caribbean,"",Vulnerability_Score,index,51.2723816050013,51.27
Paraguay,PRY,2021,Latin America & Caribbean,"",Vulnerability_Score,index,51.6019798772034,51.6
Paraguay,PRY,2022,Latin America & Caribbean,"",Vulnerability_Score,index,51.6003637492571,51.6
West Bank and Gaza Strip,PSE,2017,Middle East & North Africa,yes,Vulnerability_Score,index,,
West Bank and Gaza Strip,PSE,2018,Middle East & North Africa,yes,Vulnerability_Score,index,,
West Bank and Gaza Strip,PSE,2019,Middle East & North Africa,yes,Vulnerability_Score,index,,
West Bank and Gaza Strip,PSE,2020,Middle East & North Africa,yes,Vulnerability_Score,index,,
West Bank and Gaza Strip,PSE,2021,Middle East & North Africa,yes,Vulnerability_Score,index,,
West Bank and Gaza Strip,PSE,2022,Middle East & North Africa,yes,Vulnerability_Score,index,,
Rwanda,RWA,2017,Sub-Saharan Africa,"",Vulnerability_Score,index,58.2824523635223,58.28
Rwanda,RWA,2018,Sub-Saharan Africa,"",Vulnerability_Score,index,57.9131407213778,57.91
Rwanda,RWA,2019,Sub-Saharan Africa,yes,Vulnerability_Score,index,57.8518899950955,57.85
Rwanda,RWA,2020,Sub-Saharan Africa,yes,Vulnerability_Score,index,57.1884605794332,57.19
Rwanda,RWA,2021,Sub-Saharan Africa,yes,Vulnerability_Score,index,57.006469118485,57.01
Rwanda,RWA,2022,Sub-Saharan Africa,yes,Vulnerability_Score,index,57.0189606487206,57.02
Sudan,SDN,2017,Sub-Saharan Africa,yes,Vulnerability_Score,index,67.0172162359631,67.02
Sudan,SDN,2018,Sub-Saharan Africa,yes,Vulnerability_Score,index,67.1103672639203,67.11
Sudan,SDN,2019,Sub-Saharan Africa,yes,Vulnerability_Score,index,66.6765498428478,66.68
Sudan,SDN,2020,Sub-Saharan Africa,yes,Vulnerability_Score,index,66.6913734763306,66.69
Sudan,SDN,2021,Sub-Saharan Africa,yes,Vulnerability_Score,index,67.0776364037461,67.08
Sudan,SDN,2022,Sub-Saharan Africa,yes,Vulnerability_Score,index,67.2812477890147,67.28
Senegal,SEN,2017,Sub-Saharan Africa,"",Vulnerability_Score,index,60.5094648905244,60.51
Senegal,SEN,2018,Sub-Saharan Africa,yes,Vulnerability_Score,index,59.9166659001473,59.92
Senegal,SEN,2019,Sub-Saharan Africa,"",Vulnerability_Score,index,59.5837245212532,59.58
Senegal,SEN,2020,Sub-Saharan Africa,"",Vulnerability_Score,index,59.4770622501041,59.48
Senegal,SEN,2021,Sub-Saharan Africa,"",Vulnerability_Score,index,59.3497294771032,59.35
Senegal,SEN,2022,Sub-Saharan Africa,"",Vulnerability_Score,index,59.1405198263669,59.14
Saint Helena,SHN,2017,Sub-Saharan Africa,"",Vulnerability_Score,index,,
Saint Helena,SHN,2018,Sub-Saharan Africa,"",Vulnerability_Score,index,,
Saint Helena,SHN,2019,Sub-Saharan Africa,"",Vulnerability_Score,index,,
Saint Helena,SHN,2020,Sub-Saharan Africa,"",Vulnerability_Score,index,,
Saint Helena,SHN,2021,Sub-Saharan Africa,"",Vulnerability_Score,index,,
Saint Helena,SHN,2022,Sub-Saharan Africa,"",Vulnerability_Score,index,,
Solomon Islands,SLB,2017,East Asia & Pacific,"",Vulnerability_Score,index,60.6627985132533,60.66
Solomon Islands,SLB,2018,East Asia & Pacific,"",Vulnerability_Score,index,60.0734998438089,60.07
Solomon Islands,SLB,2019,East Asia & Pacific,"",Vulnerability_Score,index,61.4144916662272,61.41
Solomon Islands,SLB,2020,East Asia & Pacific,"",Vulnerability_Score,index,59.3237153717498,59.32
Solomon Islands,SLB,2021,East Asia & Pacific,"",Vulnerability_Score,index,60.5729651222161,60.57
Solomon Islands,SLB,2022,East Asia & Pacific,"",Vulnerability_Score,index,61.851677214143,61.85
Sierra Leone,SLE,2017,Sub-Saharan Africa,"",Vulnerability_Score,index,64.920948763092,64.92
Sierra Leone,SLE,2018,Sub-Saharan Africa,"",Vulnerability_Score,index,64.9264165236204,64.93
Sierra Leone,SLE,2019,Sub-Saharan Africa,"",Vulnerability_Score,index,64.8639932415723,64.86
Sierra Leone,SLE,2020,Sub-Saharan Africa,"",Vulnerability_Score,index,65.0536374558846,65.05
Sierra Leone,SLE,2021,Sub-Saharan Africa,"",Vulnerability_Score,index,64.8775281151763,64.88
Sierra Leone,SLE,2022,Sub-Saharan Africa,"",Vulnerability_Score,index,64.9934067621161,64.99
El Salvador,SLV,2017,Latin America & Caribbean,"",Vulnerability_Score,index,54.3674069793281,54.37
El Salvador,SLV,2018,Latin America & Caribbean,"",Vulnerability_Score,index,54.0649121397325,54.06
El Salvador,SLV,2019,Latin America & Caribbean,"",Vulnerability_Score,index,53.9456805625118,53.95
El Salvador,SLV,2020,Latin America & Caribbean,"",Vulnerability_Score,index,53.7546794115731,53.75
El Salvador,SLV,2021,Latin America & Caribbean,"",Vulnerability_Score,index,53.8469822934532,53.85
El Salvador,SLV,2022,Latin America & Caribbean,"",Vulnerability_Score,index,53.9181050996508,53.92
Somalia,SOM,2017,Sub-Saharan Africa,yes,Vulnerability_Score,index,62.496229512355,62.5
Somalia,SOM,2018,Sub-Saharan Africa,yes,Vulnerability_Score,index,62.5392074732287,62.54
Somalia,SOM,2019,Sub-Saharan Africa,yes,Vulnerability_Score,index,62.8212744577507,62.82
Somalia,SOM,2020,Sub-Saharan Africa,yes,Vulnerability_Score,index,62.6470128006175,62.65
Somalia,SOM,2021,Sub-Saharan Africa,yes,Vulnerability_Score,index,62.7634386456543,62.76
Somalia,SOM,2022,Sub-Saharan Africa,yes,Vulnerability_Score,index,62.5737791686469,62.57
Serbia,SRB,2017,Europe & Central Asia,"",Vulnerability_Score,index,47.9747442453215,47.97
Serbia,SRB,2018,Europe & Central Asia,"",Vulnerability_Score,index,48.8956442820686,48.9
Serbia,SRB,2019,Europe & Central Asia,"",Vulnerability_Score,index,48.850841518682,48.85
Serbia,SRB,2020,Europe & Central Asia,"",Vulnerability_Score,index,48.9107676057177,48.91
Serbia,SRB,2021,Europe & Central Asia,"",Vulnerability_Score,index,48.7686484318672,48.77
Serbia,SRB,2022,Europe & Central Asia,"",Vulnerability_Score,index,48.8669763742375,48.87
South Sudan,SSD,2017,Sub-Saharan Africa,yes,Vulnerability_Score,index,,
